Suburb,SellerG,CouncilArea,Type,BuildingArea,Rooms,Propertycount,Lattitude,Longtitude,Distance,YearBuilt,Car,Postcode,airbnb_price_median,airbnb_weekly_price_median,airbnb_monthly_price_median
Elsternwick,Biggin,Glen Eira,h,184.0,4,4898.0,-37.883,145.0043,8.5,1880.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Gary,Glen Eira,h,,2,4898.0,-37.8824,145.0133,8.5,,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,102.0,3,4898.0,-37.8879,145.0134,8.5,,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,t,125.0,3,4898.0,-37.8961,145.0125,8.5,2000.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,181.0,3,4898.0,-37.8789,145.0048,8.5,1905.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,204.0,3,4898.0,-37.8817,145.0126,8.5,1908.0,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,Gary,Glen Eira,u,100.0,2,4898.0,-37.8889,145.0043,8.5,1930.0,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,185.0,3,4898.0,-37.8807,145.0005,8.5,,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,204.0,4,4898.0,-37.8844,145.0117,8.5,,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,,3,4898.0,-37.8831,145.0127,8.5,,0.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,185.0,4,4898.0,-37.883,144.999,8.5,1913.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Scott,Glen Eira,t,142.0,3,4898.0,-37.8861,145.0014,8.5,2000.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Buxton,Glen Eira,h,207.0,3,4898.0,-37.8813,145.0063,8.5,1900.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,108.0,3,4898.0,-37.8832,145.0133,8.5,1915.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,255.0,4,4898.0,-37.8871,145.0081,8.5,1930.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Gary,Glen Eira,u,95.0,3,4898.0,-37.8921,145.0106,8.5,1970.0,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,Pride,Glen Eira,h,200.0,4,4898.0,-37.8855,145.001,8.5,2000.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,192.0,4,4898.0,-37.892,145.00799999999995,8.5,1917.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Owen,Glen Eira,h,81.0,2,4898.0,-37.8849,144.9993,8.5,1915.0,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,McGrath,Glen Eira,t,,2,4898.0,-37.8868,145.0,8.5,,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,270.0,4,4898.0,-37.8891,145.0102,8.5,2016.0,2.0,3185.0,103.5,659.5,3071.0
Elsternwick,Biggin,Glen Eira,h,152.0,3,4898.0,-37.8831,145.0153,8.5,1890.0,1.0,3185.0,103.5,659.5,3071.0
Elsternwick,Gary,Glen Eira,u,,2,4898.0,-37.8863,144.9996,8.5,,0.0,3185.0,103.5,659.5,3071.0
Elsternwick,Hodges,Glen Eira,u,,2,4898.0,-37.8889,145.0043,8.5,,0.0,3185.0,103.5,659.5,3071.0
Elwood,hockingstuart,Port Phillip,t,,3,8989.0,-37.8831,144.9801,7.7,,2.0,3184.0,102.0,725.0,2776.0
Elwood,Biggin,Port Phillip,u,,1,8989.0,-37.882,144.9785,7.7,,0.0,3184.0,102.0,725.0,2776.0
Elwood,Morleys,Port Phillip,u,79.0,2,8989.0,-37.8752,144.9911,7.7,1970.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Wilson,Port Phillip,u,83.0,2,8989.0,-37.8802,144.9942,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,h,,3,8989.0,-37.8787,144.985,7.7,,2.0,3184.0,102.0,725.0,2776.0
Elwood,Gary,Port Phillip,u,71.0,2,8989.0,-37.8791,144.9923,7.7,1930.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,2,8989.0,-37.8808,144.9847,7.7,,0.0,3184.0,102.0,725.0,2776.0
Elwood,Pride,Port Phillip,t,126.0,3,8989.0,-37.8829,144.9797,7.7,1996.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,85.0,2,8989.0,-37.8725,144.9848,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,2,8989.0,-37.8831,144.9841,7.7,2009.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,2,8989.0,-37.8867,144.9836,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,,2,8989.0,-37.881,144.9837,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Marshall,Port Phillip,h,,3,8989.0,-37.8846,144.9879,7.7,1900.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Marshall,Port Phillip,u,85.0,2,8989.0,-37.8794,144.9938,7.7,1940.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Buxton/Advantage,Port Phillip,u,68.0,2,8989.0,-37.8839,144.9855,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Marshall,Port Phillip,u,,2,8989.0,-37.8818,144.9918,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Pride,Port Phillip,h,92.0,2,8989.0,-37.8778,144.9904,7.7,1890.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,McGrath,Port Phillip,u,86.0,2,8989.0,-37.874,144.9819,7.7,1930.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,h,138.0,3,8989.0,-37.881,144.9841,7.7,1920.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,2,8989.0,-37.885,144.991,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,2,8989.0,-37.8815,144.9903,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,McGrath,Port Phillip,u,77.0,2,8989.0,-37.8757,144.9853,7.7,1970.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Buxton,Port Phillip,h,119.0,3,8989.0,-37.8789,144.9836,7.7,1996.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Gary,Port Phillip,u,,2,8989.0,-37.8791,144.9923,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Marshall,Port Phillip,u,,2,8989.0,-37.8758,144.9874,7.7,1950.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Pride,Port Phillip,h,173.0,4,8989.0,-37.882,144.993,7.7,1910.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,Cayzer,Port Phillip,h,,2,8989.0,-37.8778,144.9866,7.7,,0.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,100.0,3,8989.0,-37.8726,144.9846,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,h,122.0,3,8989.0,-37.8843,144.9917,7.7,2002.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,McGrath,Port Phillip,u,,2,8989.0,-37.8844,144.9855,7.7,2003.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,t,,3,8989.0,-37.8808,144.9893,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,2,8989.0,-37.8828,144.9897,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,h,,3,8989.0,-37.875,144.9813,7.7,1910.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,,2,8989.0,-37.8716,144.9869,7.7,1970.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Jellis,Port Phillip,u,70.0,2,8989.0,-37.8751,144.987,7.7,1930.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,Marshall,Port Phillip,u,88.0,2,8989.0,-37.8809,144.9833,7.7,1940.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,Buxton,Port Phillip,u,84.0,2,8989.0,-37.883,144.9916,7.7,1970.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,McGrath,Port Phillip,h,133.0,3,8989.0,-37.8861,144.9877,7.7,1950.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Biggin,Port Phillip,u,104.0,2,8989.0,-37.8744,144.9888,7.7,1923.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Buxton,Port Phillip,u,,2,8989.0,-37.8838,144.9853,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,,1,8989.0,-37.8749,144.9903,7.7,1970.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Buxton,Port Phillip,u,,2,8989.0,-37.8749,144.9799,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Marshall,Port Phillip,h,185.0,4,8989.0,-37.8822,144.9913,7.7,1920.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Biggin,Port Phillip,u,70.0,2,8989.0,-37.8902,144.9907,7.7,1965.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,McGrath,Port Phillip,u,98.0,2,8989.0,-37.875,144.991,7.7,1930.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,1,8989.0,-37.8895,144.9902,7.7,1970.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,67.0,2,8989.0,-37.8811,144.9797,7.7,1930.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,75.0,2,8989.0,-37.8715,144.9873,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Buxton,Port Phillip,u,,2,8989.0,-37.8861,144.9863,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,McGrath,Port Phillip,h,,3,8989.0,-37.8758,144.9798,7.7,,0.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,,1,8989.0,-37.8766,144.991,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Hodges,Port Phillip,u,70.0,2,8989.0,-37.8817,144.984,7.7,1935.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Pride,Port Phillip,h,,3,8989.0,-37.8865,144.9891,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,,1,8989.0,-37.8839,144.9848,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Gary,Port Phillip,u,80.0,2,8989.0,-37.8757,144.987,7.7,1940.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,Gary,Port Phillip,u,110.0,2,8989.0,-37.8818,144.9918,7.7,2012.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,75.0,2,8989.0,-37.8842,144.9829,7.7,1975.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,83.0,2,8989.0,-37.8725,144.9854,7.7,1930.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,h,211.0,4,8989.0,-37.8775,144.9808,7.7,2005.0,0.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,,1,8989.0,-37.8768,144.9905,7.7,,1.0,3184.0,102.0,725.0,2776.0
Elwood,Wilson,Port Phillip,h,218.0,4,8989.0,-37.8748,144.9778,7.7,1900.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Marshall,Port Phillip,u,69.0,2,8989.0,-37.8828,144.9899,7.7,1930.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,hockingstuart,Port Phillip,u,,2,8989.0,-37.8753,144.9902,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,u,85.0,2,8989.0,-37.874,144.9903,7.7,1940.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,h,162.0,3,8989.0,-37.8747,144.987,7.7,1925.0,2.0,3184.0,102.0,725.0,2776.0
Elwood,Kay,Port Phillip,u,,2,8989.0,-37.8838,144.9853,7.7,1960.0,1.0,3184.0,102.0,725.0,2776.0
Elwood,Chisholm,Port Phillip,h,,3,8989.0,-37.8835,144.9873,7.7,1923.0,1.0,3184.0,102.0,725.0,2776.0
Essendon,Jellis,Moonee Valley,h,147.0,3,9264.0,-37.7585,144.9317,8.0,1950.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,u,113.0,2,9264.0,-37.7418,144.8977,8.0,1980.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,83.0,2,9264.0,-37.7575,144.9298,8.0,1980.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,3,9264.0,-37.7505,144.8934,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,105.0,3,9264.0,-37.7578,144.9317,8.0,1930.0,3.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,4,9264.0,-37.7587,144.91,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Frank,Moonee Valley,t,89.0,2,9264.0,-37.7553,144.9302,8.0,1990.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Rendina,Moonee Valley,h,98.0,3,9264.0,-37.7454,144.8987,8.0,2008.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,210.0,4,9264.0,-37.7562,144.9286,8.0,1980.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,76.0,2,9264.0,-37.7495,144.9205,8.0,1980.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,McDonald,Moonee Valley,h,,4,9264.0,-37.7509,144.9219,8.0,,4.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,3,9264.0,-37.7491,144.8917,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,77.0,2,9264.0,-37.758,144.9311,8.0,2008.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,106.0,3,9264.0,-37.7479,144.8931,8.0,1950.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,183.0,4,9264.0,-37.7544,144.9325,8.0,1920.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,257.0,3,9264.0,-37.7558,144.9073,8.0,1890.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,215.0,4,9264.0,-37.7493,144.9112,8.0,1910.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Frank,Moonee Valley,t,267.0,4,9264.0,-37.7507,144.8911,8.0,2015.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7528,144.8967,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,100.0,2,9264.0,-37.7502,144.8923,8.0,1950.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Greg,Moonee Valley,h,171.0,3,9264.0,-37.7532,144.9178,8.0,1900.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,2,9264.0,-37.7406,144.894,8.0,,0.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,3,9264.0,-37.7534,144.9154,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7543,144.9249,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,u,,2,9264.0,-37.7557,144.9222,8.0,,0.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,u,,1,9264.0,-37.7447,144.9184,8.0,1975.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7504,144.9051,8.0,1970.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,u,,2,9264.0,-37.7531,144.9059,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,217.0,4,9264.0,-37.7527,144.8957,8.0,2015.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7502,144.9065,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,125.0,3,9264.0,-37.7462,144.8953,8.0,1955.0,3.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7499,144.9127,8.0,,3.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,193.0,4,9264.0,-37.7508,144.8937,8.0,1940.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Frank,Moonee Valley,h,,3,9264.0,-37.7393,144.8931,8.0,2000.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Frank,Moonee Valley,h,,3,9264.0,-37.7456,144.9059,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,3,9264.0,-37.7415,144.8987,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,116.0,3,9264.0,-37.7484,144.8907,8.0,1950.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,4,9264.0,-37.7551,144.9047,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7547,144.9107,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,160.0,4,9264.0,-37.7513,144.8925,8.0,2008.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Jellis,Moonee Valley,h,,5,9264.0,-37.7527,144.9237,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,McDonald,Moonee Valley,u,93.0,2,9264.0,-37.7598,144.9128,8.0,1972.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,McDonald,Moonee Valley,h,137.0,3,9264.0,-37.7543,144.9318,8.0,1930.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,t,129.0,3,9264.0,-37.7403,144.8989,8.0,1985.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,72.0,2,9264.0,-37.7545,144.8964,8.0,1960.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,t,224.0,3,9264.0,-37.7499,144.8927,8.0,2013.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7545,144.9332,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,u,73.0,2,9264.0,-37.7486,144.9072,8.0,1975.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7421,144.8995,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,4,9264.0,-37.7465,144.8983,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Frank,Moonee Valley,t,142.0,3,9264.0,-37.7418,144.8918,8.0,1999.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,2,9264.0,-37.7515,144.9084,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,227.0,4,9264.0,-37.7523,144.9052,8.0,1900.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Pagan,Moonee Valley,u,73.0,2,9264.0,-37.7504,144.9138,8.0,2010.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,,3,9264.0,-37.7463,144.8934,8.0,,3.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,3,9264.0,-37.7468,144.9051,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Jellis,Moonee Valley,h,,2,9264.0,-37.7543,144.9307,8.0,1915.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,u,,3,9264.0,-37.7546,144.9134,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Paul,Moonee Valley,u,,2,9264.0,-37.7498,144.9048,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,145.0,4,9264.0,-37.7439,144.9195,8.0,1920.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,,3,9264.0,-37.754,144.92600000000004,8.0,,0.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7534,144.9242,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,108.0,2,9264.0,-37.7445,144.9133,8.0,1950.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,120.0,2,9264.0,-37.7555,144.9118,8.0,1920.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,4,9264.0,-37.7442,144.8934,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,,3,9264.0,-37.74,144.8941,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,114.0,3,9264.0,-37.7571,144.9335,8.0,1950.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.746,144.9153,8.0,1994.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,143.0,2,9264.0,-37.7503,144.911,8.0,1960.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7426,144.9,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Hodges,Moonee Valley,h,250.0,4,9264.0,-37.7434,144.9256,8.0,2010.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7432,144.8947,8.0,,3.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,107.0,2,9264.0,-37.7548,144.9113,8.0,1990.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,4,9264.0,-37.755,144.9233,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Jellis,Moonee Valley,u,68.0,2,9264.0,-37.7461,144.9058,8.0,1975.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,4,9264.0,-37.7497,144.9089,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7441,144.9041,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,120.0,3,9264.0,-37.7442,144.9045,8.0,2016.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,3,9264.0,-37.7393,144.894,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,McDonald,Moonee Valley,u,,2,9264.0,-37.7444,144.9116,8.0,2011.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Paul,Moonee Valley,h,,3,9264.0,-37.7508,144.9163,8.0,1910.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,t,145.0,3,9264.0,-37.7397,144.898,8.0,1997.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7494,144.921,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,u,180.0,4,9264.0,-37.7465,144.91,8.0,2013.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,218.0,4,9264.0,-37.7517,144.9086,8.0,1930.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,227.0,4,9264.0,-37.7523,144.9052,8.0,1900.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7565,144.9241,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,u,,2,9264.0,-37.7534,144.9242,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Paul,Moonee Valley,h,138.0,3,9264.0,-37.7546,144.9042,8.0,1920.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,106.0,2,9264.0,-37.7412,144.8974,8.0,1940.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,,2,9264.0,-37.7401,144.8923,8.0,1970.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,104.0,2,9264.0,-37.7457,144.9061,8.0,1988.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,u,80.0,2,9264.0,-37.7454,144.928,8.0,1995.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Rendina,Moonee Valley,u,,2,9264.0,-37.7558,144.9233,8.0,,0.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,h,,2,9264.0,-37.7488,144.9165,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,4,9264.0,-37.7452,144.8941,8.0,1950.0,2.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,3,9264.0,-37.7585,144.9316,8.0,,4.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,165.0,3,9264.0,-37.7417,144.8961,8.0,1938.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Paul,Moonee Valley,h,145.0,3,9264.0,-37.7548,144.9315,8.0,1900.0,0.0,3040.0,82.0,775.0,4000.0
Essendon,Barry,Moonee Valley,h,,3,9264.0,-37.7525,144.9232,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,68.0,2,9264.0,-37.754,144.9209,8.0,1970.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,88.0,2,9264.0,-37.7475,144.8959,8.0,1994.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Brad,Moonee Valley,u,125.0,1,9264.0,-37.7523,144.9221,8.0,1970.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,h,,3,9264.0,-37.7579,144.9114,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Hodges,Moonee Valley,h,,3,9264.0,-37.753,144.891,8.0,,1.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,135.0,3,9264.0,-37.7399,144.8964,8.0,1970.0,1.0,3040.0,82.0,775.0,4000.0
Essendon,Alexkarbon,Moonee Valley,t,,3,9264.0,-37.7462,144.8949,8.0,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Nelson,Moonee Valley,u,83.0,2,9264.0,-37.7543,144.9066,8.0,1975.0,1.0,3040.0,82.0,775.0,4000.0
